Timestep,Environment,Total_Capacity,Cognitive_Entropy,Spectral_Resilience_Psi,ESI_Delta,Mean_Interference,Active_Channels
0,CAMAE,216.87827779574909,5.999664154658122,131.9319420696103,0.0003358453417856566,6.554052798161035e-09,59
1,CAMAE,203.93678465863238,5.999356562345455,111.78726837597375,0.000307592312666749,1.106464462783908e-08,61
2,CAMAE,210.0710588875269,5.999003191032156,119.08951420771797,0.00035337131329882254,8.40226415861931e-09,58
3,CAMAE,231.85633123778297,5.998769324247281,161.27568399104447,0.00023386678487558044,1.0114071552796111e-08,63
4,CAMAE,212.9791112792311,5.998569036864158,137.4427359445596,0.0002002873831230545,1.0557198023798436e-08,60
5,CAMAE,232.56753995796987,5.998763739639139,154.77488648307383,0.00019470277498090383,8.404387986155582e-09,63
6,CAMAE,240.20733398705343,5.998781432518355,173.22550326703396,1.7692879215935875e-05,8.941208050106441e-09,61
7,CAMAE,226.19362995789862,5.998898682076758,145.24286633923703,0.0001172495584036426,8.105605483089024e-09,61
8,CAMAE,222.18428744833398,5.99866387645597,136.99763400986907,0.0002348056207885918,7.123125979029347e-09,62
9,CAMAE,207.43817477901138,5.998592196877551,123.77401949872313,7.167957841858197e-05,9.124628661417808e-09,58
10,CAMAE,235.04356771323472,5.998374249454183,166.31768725859357,0.0002179474233683365,1.1018985022075203e-08,61
11,CAMAE,216.3575390381911,5.998160812054115,141.40420577938718,0.0002134374000677397,7.312742659502299e-09,62
12,CAMAE,209.34484226333868,5.998084105010506,127.16809487168419,7.670704360940306e-05,1.3435303433403202e-08,61
13,CAMAE,224.93961602129764,5.997906697094498,147.10940438133747,0.00017740791600751038,9.06658304762093e-09,61
14,CAMAE,224.74940738578684,5.997745207818477,158.0236524155822,0.00016148927602088747,8.483242501254717e-09,61
15,CAMAE,222.67802710367005,5.997570979111268,152.10540497562053,0.00017422870720906758,9.376033730043135e-09,57
16,CAMAE,217.14293101560804,5.997763379664534,129.47423037533613,0.00019240055326630312,8.487225701089643e-09,59
17,CAMAE,222.41450974615339,5.99800987399125,156.76975346743166,0.00024649432671530747,9.745263588044261e-09,62
18,CAMAE,223.97926077543428,5.997800579198398,147.5066290606544,0.00020929479285136665,1.2786180817942558e-08,60
19,CAMAE,218.5043440005174,5.9981630050888475,132.96326334754028,0.0003624258904491029,8.449317297367182e-09,61
20,CAMAE,205.27589062313592,5.998078456546418,118.93726696612298,8.454854242945231e-05,9.667246730902552e-09,58
21,CAMAE,218.86033682771858,5.998298094969984,140.9405908954281,0.00021963842356598207,9.510832214319533e-09,58
22,CAMAE,204.8776134629716,5.9981426641005955,105.61578468461857,0.00015543086938851758,1.0915663883952514e-08,61
23,CAMAE,223.55284798820347,5.9977256451490515,141.37415749337782,0.0004170189515440015,1.2577417085195813e-08,61
24,CAMAE,208.7944206105903,5.997565249270294,122.14499902619697,0.00016039587875749106,1.3197019825267135e-08,59
25,CAMAE,237.78212084033916,5.9975358578622995,165.1576504775448,2.9391407994516783e-05,1.0060787057499659e-08,61
26,CAMAE,221.98557582265312,5.9976132414864765,128.6555245646195,7.738362417697431e-05,1.2973435824572758e-08,62
27,CAMAE,233.6694641632094,5.997959364154635,146.63912056637923,0.0003461226681586993,1.0566329602653595e-08,64
28,CAMAE,239.9249876733173,5.997911543898024,161.04402451391496,4.782025661143052e-05,9.015988518936336e-09,59
29,CAMAE,231.87769370654823,5.997799593328877,150.3252474004859,0.0001119505691464795,7.978950969809263e-09,62
30,CAMAE,218.487525762332,5.997604609335889,137.04293715823752,0.00019498399298800706,8.839593144918797e-09,58
31,CAMAE,218.85630608989368,5.997186673543794,135.8197577647347,0.0004179357920950366,1.0270189732795621e-08,60
32,CAMAE,221.48820063360708,5.997461145310677,133.1549067441847,0.0002744717668825558,1.077381662376046e-08,62
33,CAMAE,229.88778583219766,5.997207336149842,158.817755776015,0.0002538091608350612,7.320894192864215e-09,59
34,CAMAE,224.01139494531537,5.997417516874265,134.7939422978517,0.00021018072442302582,1.3074501247487095e-08,61
35,CAMAE,218.10126081069419,5.997620253853726,144.3242298926991,0.000202736979461271,7.605164122660706e-09,63
36,CAMAE,222.05312947167187,5.997588814099467,128.66378941601653,3.143975425867751e-05,8.685827743531897e-09,61
37,CAMAE,220.8658096468053,5.997630566482865,138.26800487210585,4.175238339776399e-05,1.3863791170748307e-08,61
38,CAMAE,225.93011334364763,5.997952392635164,153.9825245690661,0.0003218261522990318,1.4465706840006204e-08,63
39,CAMAE,217.9490829945924,5.998236870081673,144.08530060009852,0.0002844774465087241,1.1170279061615137e-08,59
40,CAMAE,214.16925714913566,5.998296723275175,129.9622662923283,5.985319350187979e-05,8.962860221625066e-09,58
41,CAMAE,223.88577826508987,5.998347609460286,166.38073973549538,5.088618511095433e-05,9.606068625614712e-09,59
