Timestep,Environment,Total_Capacity,Cognitive_Entropy,Spectral_Resilience_Psi,ESI_Delta,Mean_Interference,Active_Channels
0,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
1,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
2,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
3,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
4,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
5,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
6,CAMAE,229.23666561162003,5.984477073305458,118.63581988457844,0.015522926694449879,0.35066022591222484,56
7,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.015522926694449879,0.0,64
8,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
9,CAMAE,229.23666561162003,5.809555671257659,132.1405577753379,0.19044432874224881,1.1078231071677997,56
10,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.19044432874224881,0.0,64
11,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
12,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
13,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
14,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
15,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
16,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
17,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
18,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
19,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
20,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
21,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
22,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
23,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
24,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
25,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
26,CAMAE,229.23666561162014,5.852158651867006,130.29361009399818,0.14784134813290173,0.6466406651297143,56
27,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.14784134813290173,0.0,64
28,CAMAE,229.23666561162196,5.807354922057771,132.20994208526403,0.19264507794213692,4.147742696052721,56
29,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.19264507794213692,0.0,64
30,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
31,CAMAE,229.23666561162003,5.996679503568389,115.36879324601682,0.0033204964315185492,0.3145941712792958,56
32,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0033204964315185492,0.0,64
33,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
34,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
35,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
36,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
37,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
38,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
39,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
40,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
41,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
42,CAMAE,229.23666561162003,5.818606411157061,131.8091736089991,0.1813935888428464,0.8669651086022452,56
43,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.1813935888428464,0.0,64
44,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
45,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
46,CAMAE,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
47,CAMAE,229.23666561162003,5.926549758687139,125.4812365032792,0.07345024131276823,0.461532062153541,56
