Timestep,Environment,Total_Capacity,Cognitive_Entropy,Spectral_Resilience_Psi,ESI_Delta,Mean_Interference,Active_Channels
0,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
1,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
2,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
3,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
4,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
5,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
6,SUA,219.17949407280264,5.999999999999908,112.50572694738568,0.0,0.35066022591222484,64
7,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
8,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
9,SUA,219.1400995540949,5.999999999999908,112.50181319723858,0.0,1.1078231071677997,64
10,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
11,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
12,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
13,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
14,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
15,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
16,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
17,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
18,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
19,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
20,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
21,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
22,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
23,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
24,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
25,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
26,SUA,219.1531285163224,5.999999999999908,112.5031061149469,0.0,0.6466406651297143,64
27,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
28,SUA,219.1266929561736,5.999999999999908,112.50048432791449,0.0,4.147742696052721,64
29,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
30,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
31,SUA,219.1860869702648,5.999999999999908,112.50638324169549,0.0,0.3145941712792958,64
32,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
33,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
34,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
35,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
36,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
37,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
38,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
39,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
40,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
41,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
42,SUA,219.14517682672113,5.999999999999908,112.50231686240588,0.0,0.8669651086022452,64
43,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
44,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
45,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
46,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
47,SUA,219.16566519803735,5.999999999999908,112.50435156024862,0.0,0.461532062153541,64
48,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
49,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
50,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
51,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
52,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
53,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
54,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
55,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
56,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
57,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
58,SUA,219.14542643591494,5.999999999999908,112.50234162933889,0.0,0.8577940748933967,64
59,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
60,SUA,219.18904099954761,5.999999999999908,112.50667742412371,0.0,0.3007288174003247,64
61,SUA,250.4249175186314,5.999999999999908,128.57142857130165,0.0,0.0,64
